,INSTNM,CITY,STABBR,HIGHDEG,REGION,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL
3377,Pacific Lutheran University,Tacoma,WA,4,8,515.0,630.0,473.0,628.0,1152.0
3379,University of Puget Sound,Tacoma,WA,4,8,615.0,710.0,570.0,680.0,1332.0
3381,Saint Martin's University,Lacey,WA,4,8,500.0,590.0,470.0,590.0,1057.0
3384,Seattle Pacific University,Seattle,WA,4,8,530.0,660.0,520.0,660.0,1191.0
3385,Seattle University,Seattle,WA,4,8,570.0,670.0,560.0,680.0,1266.0
3398,Western Washington University,Bellingham,WA,4,8,570.0,690.0,540.0,660.0,1235.0
3400,Whitman College,Walla Walla,WA,3,8,650.0,740.0,620.0,740.0,1365.0
3401,Whitworth University,Spokane,WA,4,8,560.0,670.0,540.0,650.0,1212.0
3404,Appalachian Bible College,Mount Hope,WV,4,5,528.0,630.0,500.0,570.0,1068.0
3408,Bluefield State University,Bluefield,WV,3,5,440.0,540.0,430.0,540.0,998.0
3413,Concord University,Athens,WV,4,5,440.0,550.0,400.0,530.0,980.0
3414,Davis & Elkins College,Elkins,WV,3,5,450.0,575.0,430.0,550.0,985.0
3415,Fairmont State University,Fairmont,WV,4,5,450.0,560.0,380.0,480.0,993.0
3420,Marshall University,Huntington,WV,4,5,470.0,580.0,420.0,550.0,1051.0
3428,Shepherd University,Shepherdstown,WV,4,5,470.0,580.0,430.0,560.0,1022.0
3432,West Virginia State University,Institute,WV,4,5,430.0,550.0,400.0,523.0,979.0
3434,West Liberty University,West Liberty,WV,4,5,470.0,585.0,420.0,540.0,1041.0
3435,West Virginia University Institute of Technology,Beckley,WV,3,5,470.0,570.0,430.0,550.0,1123.0
3436,West Virginia Wesleyan College,Buckhannon,WV,4,5,460.0,580.0,418.0,563.0,1045.0
3441,West Virginia University,Morgantown,WV,4,5,520.0,630.0,490.0,610.0,1123.0
3448,Beloit College,Beloit,WI,3,3,630.0,720.0,580.0,640.0,1318.0
3450,Carroll University,Waukesha,WI,4,3,530.0,610.0,520.0,650.0,1209.0
3451,Carthage College,Kenosha,WI,4,3,490.0,605.0,510.0,600.0,1113.0
3459,Lawrence University,Appleton,WI,3,3,600.0,720.0,600.0,710.0,1349.0
3460,Maranatha Baptist University,Watertown,WI,4,3,500.0,650.0,480.0,570.0,1141.0
3462,Marquette University,Milwaukee,WI,4,3,600.0,680.0,590.0,680.0,1306.0
3466,Milwaukee Institute of Art & Design,Milwaukee,WI,3,3,520.0,620.0,420.0,520.0,1155.0
3474,Northland College,Ashland,WI,3,3,558.0,720.0,538.0,598.0,1153.0
3475,Ripon College,Ripon,WI,3,3,510.0,600.0,490.0,590.0,1143.0
3477,Saint Norbert College,De Pere,WI,4,3,533.0,610.0,533.0,610.0,1233.0
3480,Viterbo University,La Crosse,WI,4,3,520.0,670.0,520.0,710.0,1184.0
3490,Wisconsin Lutheran College,Milwaukee,WI,4,3,540.0,660.0,520.0,640.0,1214.0
3496,University of Wisconsin-Madison,Madison,WI,4,3,660.0,730.0,700.0,780.0,1402.0
3526,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,4,9,575.0,658.0,548.0,678.0,1285.0
3535,Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,3,9,530.0,583.0,418.0,513.0,985.0
3558,University of Puerto Rico-Aguadilla,Aguadilla,PR,3,9,408.0,529.0,398.0,528.0,921.0
3561,University of Puerto Rico-Carolina,Carolina,PR,3,9,395.0,519.0,390.0,500.0,904.0
3562,University of Puerto Rico at Cayey,Cayey,PR,3,9,438.0,557.0,420.0,541.0,978.0
3578,University of the Virgin Islands,Charlotte Amalie,VI,4,9,420.0,530.0,380.0,490.0,915.0
3579,Stanford University,Stanford,CA,4,8,740.0,780.0,770.0,800.0,1553.0
3580,Purdue University-Main Campus,West Lafayette,IN,4,3,590.0,710.0,600.0,750.0,1342.0
3587,Georgia State University-Perimeter College,Atlanta,GA,2,5,440.0,560.0,410.0,540.0,1100.0
3592,St. John's College,Santa Fe,NM,4,6,680.0,750.0,580.0,700.0,1367.0
3660,New College of Florida,Sarasota,FL,4,5,530.0,650.0,500.0,600.0,1137.0
3805,University of Washington-Bothell Campus,Bothell,WA,4,8,560.0,700.0,610.0,770.0,1376.0
3883,Soka University of America,Aliso Viejo,CA,4,8,560.0,690.0,660.0,770.0,1360.0
4093,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,4,5,540.0,650.0,530.0,610.0,1255.0
4153,Florida Gulf Coast University,Fort Myers,FL,4,5,530.0,620.0,510.0,590.0,1120.0
4183,University of Connecticut-Waterbury Campus,Waterbury,CT,4,1,490.0,610.0,470.0,580.0,1274.0
4184,University of Connecticut-Avery Point,Groton,CT,4,1,500.0,610.0,480.0,600.0,1274.0
4185,University of Connecticut-Stamford,Stamford,CT,4,1,480.0,620.0,480.0,610.0,1274.0
4242,New Saint Andrews College,Moscow,ID,4,7,590.0,680.0,580.0,650.0,1245.0
4286,Franklin W Olin College of Engineering,Needham,MA,3,1,720.0,770.0,760.0,790.0,1540.0
4331,DigiPen Institute of Technology,Redmond,WA,4,8,590.0,700.0,580.0,690.0,1295.0
4400,Neumont College of Computer Science,Salt Lake City,UT,3,7,410.0,585.0,460.0,490.0,1112.0
4401,Johnson & Wales University-Charlotte,Charlotte,NC,3,5,460.0,600.0,460.0,540.0,1081.0
4609,Patrick Henry College,Purcellville,VA,3,5,650.0,750.0,570.0,680.0,1351.0
4625,Chamberlain University-Illinois,Addison,IL,4,3,400.0,420.0,370.0,430.0,868.0
4669,Jersey College,Teterboro,NJ,2,2,460.0,530.0,455.0,560.0,967.0
4859,Texas A&M University-San Antonio,San Antonio,TX,4,6,430.0,540.0,420.0,530.0,954.0
4970,John Paul the Great Catholic University,Escondido,CA,3,8,560.0,690.0,530.0,570.0,1181.0
4971,University of Connecticut-Hartford Campus,Hartford,CT,4,1,480.0,610.0,480.0,600.0,1274.0
4972,Ottawa University-Surprise,Surprise,AZ,4,6,480.0,530.0,430.0,520.0,1000.0
5074,Pennsylvania State University-World Campus,University Park,PA,4,2,550.0,690.0,550.0,650.0,1270.0
5163,Augusta University,Augusta,GA,4,5,520.0,630.0,500.0,600.0,1113.0
5164,Middle Georgia State University,Macon,GA,4,5,480.0,610.0,460.0,570.0,1055.0
5179,DeVry University-Illinois,Lisle,IL,4,3,485.0,580.0,505.0,550.0,1050.0
5185,University of North Georgia,Dahlonega,GA,4,5,520.0,620.0,500.0,595.0,1136.0
5188,Florida Polytechnic University,Lakeland,FL,4,5,590.0,680.0,590.0,690.0,1294.0
5261,University of Florida-Online,Gainesville,FL,3,5,640.0,700.0,615.0,690.0,1390.0
5271,University of North Texas at Dallas,Dallas,TX,4,6,415.0,510.0,405.0,480.0,916.0
5300,American College of the Building Arts,Charleston,SC,3,5,520.0,610.0,530.0,620.0,1137.0
5351,Kennesaw State University,Kennesaw,GA,4,5,520.0,620.0,500.0,600.0,1120.0
5355,Milligan University,Milligan,TN,4,5,580.0,640.0,540.0,650.0,1195.0
5364,Emory University-Oxford College,Oxford,GA,2,5,700.0,760.0,750.0,790.0,1509.0
5385,Husson University,Bangor,ME,4,1,510.0,620.0,490.0,600.0,1110.0
5529,Purdue University Northwest,Hammond,IN,4,3,470.0,570.0,450.0,570.0,1034.0
5698,Urshan College,Wentzville,MO,3,4,490.0,570.0,430.0,540.0,1035.0
5869,Commonwealth University of Pennsylvania,Bloomsburg,PA,4,2,490.0,600.0,480.0,580.0,1093.0
5870,Pennsylvania Western University,California,PA,4,2,480.0,590.0,460.0,580.0,1076.0
